Account,date,classification,value,daily_pnl,total_trades,win_count,avg_trade_size,long_count,short_count,win_rate,ls_ratio,sentiment_group,segment
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-12,Fear,34,78.714444,7,3,738.5457142857142,0,7,0.42857142857142855,0.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-13,Neutral,45,-1.2672399999999993,9,2,364.46555555555557,8,1,0.2222222222222222,8.0,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-15,Neutral,46,202.313183,36,30,837.4561111111111,3,33,0.8333333333333334,0.09090909090909091,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-16,Fear,30,-6.342484000000001,7,2,569.8328571428572,6,1,0.2857142857142857,6.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-17,Fear,32,-31.277088,3,0,705.3433333333334,0,3,0.0,0.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-19,Fear,32,-2.8135689999999993,12,2,485.3908333333334,1,11,0.16666666666666666,0.09090909090909091,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-20,Neutral,49,-147.78931200000002,20,14,769.2385,9,11,0.7,0.8181818181818182,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-21,Fear,31,39.1247,6,2,494.46000000000004,2,4,0.3333333333333333,0.5,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-22,Fear,32,-1184.046158,11,0,340.78363636363633,0,11,0.0,0.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-23,Fear,30,0.0,2,0,374.475,0,2,0.0,0.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-24,Neutral,45,-216.431703,25,10,545.196,8,17,0.4,0.47058823529411764,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-25,Neutral,46,87.95347999999998,3,1,377.80999999999995,1,2,0.3333333333333333,0.5,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-26,Neutral,47,69.285,3,1,749.9666666666667,3,0,0.3333333333333333,10.0,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-30,Fear,32,0.0,3,0,250.07333333333335,3,0,0.0,10.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-03-31,Fear,34,798.187528,16,5,471.555,15,1,0.3125,15.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-01,Fear,34,-680.287463,19,6,247.43947368421055,6,13,0.3157894736842105,0.46153846153846156,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-02,Fear,44,93.006465,4,3,405.9275,3,1,0.75,3.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-03,Fear,25,7.052034,14,2,635.2357142857143,12,2,0.14285714285714285,6.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-04,Fear,28,0.0,2,0,874.78,2,0,0.0,10.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-05,Fear,30,-132.88134,25,10,586.6572,4,21,0.4,0.19047619047619047,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-06,Fear,34,-1400.5515480000001,15,4,661.3813333333333,6,9,0.26666666666666666,0.6666666666666666,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-07,Extreme Fear,23,-5651.552238,48,7,569.6545833333333,21,27,0.14583333333333334,0.7777777777777778,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-08,Extreme Fear,24,-6745.027414,42,11,700.9559523809525,15,27,0.2619047619047619,0.5555555555555556,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-09,Extreme Fear,18,-3911.273892,56,26,638.1583928571429,27,29,0.4642857142857143,0.9310344827586207,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-10,Fear,39,258.032458,21,8,520.317619047619,18,3,0.38095238095238093,6.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-11,Fear,25,608.246567,28,17,378.8592857142857,14,14,0.6071428571428571,1.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-12,Fear,43,3105.920269,41,24,550.1919512195121,26,15,0.5853658536585366,1.7333333333333334,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-13,Neutral,45,490.32631200000003,26,10,601.84,18,8,0.38461538461538464,2.25,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-14,Fear,31,263.769257,7,5,377.75428571428574,6,1,0.7142857142857143,6.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-16,Fear,29,17.022667,11,3,768.989090909091,10,1,0.2727272727272727,10.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-17,Fear,30,169.67583499999998,29,15,456.538275862069,7,22,0.5172413793103449,0.3181818181818182,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-19,Fear,32,64.128219,2,2,375.075,0,2,1.0,0.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-20,Fear,37,12.652267000000005,21,11,580.8100000000001,15,6,0.5238095238095238,2.5,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-21,Fear,39,-2.1503300000000003,12,5,249.97833333333332,9,3,0.4166666666666667,3.0,Fear,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-22,Neutral,47,-282.266207,14,1,343.8335714285714,2,12,0.07142857142857142,0.16666666666666666,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-23,Greed,72,511.720343,45,16,336.54622222222224,11,34,0.35555555555555557,0.3235294117647059,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-24,Greed,63,350.896638,24,6,396.0429166666667,11,13,0.25,0.8461538461538461,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-25,Greed,60,0.0,7,0,392.83714285714285,3,4,0.0,0.75,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-26,Greed,65,147.607393,18,4,288.9161111111111,6,12,0.2222222222222222,0.5,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-27,Greed,61,361.183441,13,9,370.71153846153845,5,8,0.6923076923076923,0.625,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-28,Neutral,54,146.420556,9,8,360.80111111111114,5,4,0.8888888888888888,1.25,Neutral,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-04-29,Greed,60,30.495403,7,1,356.9714285714286,1,6,0.14285714285714285,0.16666666666666666,Greed,Occasional Retail
0x47add9a56df66b524d5e2c1993a43cde53b6ed85,2025-05-01,Neutral,53,37.385304,7,1,299.0128571428572,0,7,0.14285714285714285,0.0,Neutral,Occasional Retail
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-14,Extreme Greed,83,0.0,1,0,24979.8,1,0,0.0,10.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-19,Extreme Greed,75,7440.638159,89,36,5090.390786516854,53,36,0.4044943820224719,1.4722222222222223,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-20,Greed,74,53635.529649,238,99,9628.82474789916,129,109,0.41596638655462187,1.18348623853211,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-27,Greed,74,357.346725,18,9,7190.583333333333,9,9,0.5,1.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2024-12-30,Greed,65,2227.18659,38,25,6536.572105263158,13,25,0.6578947368421053,0.52,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-08,Greed,70,0.0,139,0,5040.074460431654,139,0,0.0,10.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-09,Greed,69,35352.95374,96,56,7755.243541666667,40,56,0.5833333333333334,0.7142857142857143,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-10,Neutral,50,2812.7685,27,27,4195.841481481481,0,27,1.0,0.0,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-12,Greed,62,927.412681,390,390,830.1821794871795,0,390,1.0,0.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-13,Greed,61,0.0,23,0,6845.160434782609,23,0,0.0,10.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-16,Extreme Greed,75,13963.52,4,4,42850.549999999996,0,4,1.0,0.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-19,Extreme Greed,77,1519.769822,30,20,3916.7593333333334,10,20,0.6666666666666666,0.5,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-01-20,Extreme Greed,76,-2427.873799,43,0,2596.646976744186,7,36,0.0,0.19444444444444445,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-20,Neutral,49,0.0,13,0,1538.4553846153844,13,0,0.0,10.0,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-24,Neutral,49,856.4737299999999,41,7,5876.914634146341,34,7,0.17073170731707318,4.857142857142857,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-25,Fear,25,11271.895074,215,114,5634.781581395349,101,114,0.5302325581395348,0.8859649122807017,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-26,Extreme Fear,21,22137.551238,50,50,8442.721599999999,0,50,1.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-27,Extreme Fear,10,503.31943,12,4,8378.118333333334,8,4,0.3333333333333333,2.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-02-28,Extreme Fear,16,22299.186495,89,72,14857.899887640451,17,72,0.8089887640449438,0.2361111111111111,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-03,Fear,33,0.0,19,0,10522.962631578948,19,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-04,Extreme Fear,15,0.0,155,0,5549.306774193548,155,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-06,Fear,25,5109.859504,15,5,9685.342,10,5,0.3333333333333333,2.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-07,Fear,34,0.0,57,0,1755.7517543859651,57,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-10,Extreme Fear,20,0.08712,114,1,5590.744561403509,113,1,0.008771929824561403,113.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-11,Extreme Fear,24,0.0,84,0,3216.501666666667,84,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-13,Neutral,45,0.0,15,0,4349.66,15,0,0.0,10.0,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-20,Neutral,49,4839.59228,195,151,3233.520923076923,44,151,0.7743589743589744,0.2913907284768212,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-21,Fear,31,0.0,17,0,1470.5794117647058,17,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-22,Fear,32,4350.379248,53,53,1308.6299999999999,0,53,1.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-23,Fear,30,2897.148962,76,26,3986.6614473684212,50,26,0.34210526315789475,1.9230769230769231,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-24,Neutral,45,48946.705539,185,185,6360.884432432433,0,185,1.0,0.0,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-25,Neutral,46,30531.101000000002,50,50,12797.315200000001,0,50,1.0,0.0,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-26,Neutral,47,9261.449882,140,85,4924.3603571428575,55,85,0.6071428571428571,0.6470588235294118,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-29,Fear,26,314.6728,23,3,15232.22,20,3,0.13043478260869565,6.666666666666667,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-30,Fear,32,5362.529222,21,21,12161.259047619047,0,21,1.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-03-31,Fear,34,4750.8109939999995,47,26,9463.05744680851,21,26,0.5531914893617021,0.8076923076923077,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-02,Fear,44,444.205198,16,10,37473.885625,10,6,0.625,1.6666666666666667,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-03,Fear,25,0.0,60,0,16666.611,60,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-04,Fear,28,0.0,51,0,8264.040980392158,51,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-05,Fear,30,31134.240601999998,102,102,5175.765784313725,0,102,1.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-06,Fear,34,0.0,103,0,5508.490970873787,103,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-07,Extreme Fear,23,13642.628143,189,40,7781.819788359788,149,40,0.21164021164021163,3.725,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-08,Extreme Fear,24,221.0,3,1,52275.0,1,2,0.3333333333333333,0.5,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-09,Extreme Fear,18,107892.62706,290,137,17935.84644827586,147,143,0.4724137931034483,1.027972027972028,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-10,Fear,39,84856.33534,222,80,26118.342432432433,142,80,0.36036036036036034,1.775,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-11,Fear,25,122461.112004,74,74,24390.13621621622,0,74,1.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-12,Fear,43,0.0,68,0,16878.26676470588,0,68,0.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-14,Fear,31,21531.8321,76,56,26925.528815789472,53,23,0.7368421052631579,2.3043478260869565,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-15,Fear,38,0.0,51,0,3354.117450980392,0,51,0.0,0.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-16,Fear,29,3088.0,1,1,166444.0,1,0,1.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-17,Fear,30,-110.0,6,0,28273.666666666668,6,0,0.0,10.0,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-21,Fear,39,-681.29819,23,0,30543.59565217391,1,22,0.0,0.045454545454545456,Fear,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-22,Neutral,47,132.0,6,1,15215.498333333335,1,5,0.16666666666666666,0.2,Neutral,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-23,Greed,72,2875.230157,121,30,6709.732727272728,66,55,0.24793388429752067,1.2,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-24,Greed,63,459.24741,23,22,4407.6721739130435,22,1,0.9565217391304348,22.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-25,Greed,60,0.0,3,0,63142.666666666664,0,3,0.0,0.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-26,Greed,65,47.876234000000004,41,41,6897.073170731707,41,0,1.0,10.0,Greed,Whale
0x4acb90e786d897ecffb614dc822eb231b4ffb9f4,2025-04-30,Greed,56,510.0,5,4,75258.0,4,1,0.8,4.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-13,Extreme Greed,81,0.0,7,0,857.2571428571428,7,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-14,Extreme Greed,88,65.480454,1,1,6066.28,0,1,1.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-15,Extreme Greed,83,338.42832,8,1,3292.47625,7,1,0.125,7.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-16,Extreme Greed,81,228.57984,6,1,4537.276666666667,5,1,0.16666666666666666,5.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-17,Extreme Greed,79,429.683075,14,4,6218.810714285714,10,4,0.2857142857142857,2.5,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-18,Extreme Greed,77,0.0,12,0,2833.491666666667,12,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-19,Extreme Greed,79,0.0,4,0,2266.8775,4,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-21,Extreme Greed,78,0.0,1,0,9744.18,1,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-25,Extreme Greed,75,1302.916428,7,6,8159.4742857142855,0,7,0.8571428571428571,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-26,Extreme Greed,81,20.599193,7,1,3426.62,6,1,0.14285714285714285,6.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-27,Extreme Greed,83,189.192,27,12,3224.6703703703706,12,15,0.4444444444444444,0.8,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-28,Extreme Greed,80,0.0,3,0,6671.296666666666,3,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-29,Extreme Greed,79,883.097404,15,6,5794.291333333333,9,6,0.4,1.5,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-03-31,Extreme Greed,75,912.786145,13,10,3070.2276923076925,0,13,0.7692307692307693,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-01,Extreme Greed,79,0.840939,29,2,4654.808275862069,25,4,0.06896551724137931,6.25,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-02,Extreme Greed,79,883.760812,37,12,6072.016756756757,6,31,0.32432432432432434,0.1935483870967742,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-04,Greed,70,0.0,32,0,2999.6165625,0,32,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-05,Extreme Greed,79,4444.4983010000005,10,7,17253.157,10,0,0.7,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-06,Extreme Greed,75,236.33513399999998,16,4,4263.979375,0,16,0.25,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-07,Extreme Greed,78,0.0,23,0,2173.397391304348,0,23,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-08,Extreme Greed,76,0.0,28,0,5827.370357142857,0,28,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-09,Extreme Greed,80,0.0,3,0,19021.280000000002,0,3,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-10,Extreme Greed,78,5207.443414,41,36,8578.926097560974,40,1,0.8780487804878049,40.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-11,Extreme Greed,76,389.743164,16,2,4775.06,14,2,0.125,7.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-12,Extreme Greed,79,0.0,21,0,7138.52761904762,21,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-13,Greed,72,0.0,18,0,8677.150000000001,18,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-14,Greed,72,-36565.98544,64,3,9199.4678125,23,41,0.046875,0.5609756097560976,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-15,Greed,74,0.0,3,0,16671.31666666667,3,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-19,Greed,66,1946.4454620000001,35,27,9635.940571428573,5,30,0.7714285714285715,0.16666666666666666,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-20,Greed,66,0.0,2,0,5999.795,0,2,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-22,Greed,73,0.0,9,0,5332.623333333333,0,9,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-23,Greed,71,759.2148159999999,54,31,3567.7494444444446,35,19,0.5740740740740741,1.8421052631578947,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-24,Greed,72,279.185907,20,6,7063.762,13,7,0.3,1.8571428571428572,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-25,Greed,72,0.0,6,0,11496.523333333333,6,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-27,Greed,67,4281.488139,27,19,5713.498888888889,0,27,0.7037037037037037,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-28,Greed,65,0.0,8,0,3374.92625,0,8,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-29,Greed,67,526.9338359999999,31,17,3370.167419354839,24,7,0.5483870967741935,3.4285714285714284,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-04-30,Greed,67,0.0,24,0,5209.114583333333,24,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-01,Neutral,54,0.0,14,0,6216.103571428571,14,0,0.0,10.0,Neutral,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-03,Neutral,48,5319.861625,23,16,12059.708260869564,0,23,0.6956521739130435,0.0,Neutral,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-04,Greed,67,0.0,6,0,8999.890000000001,0,6,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-05,Greed,69,0.0,4,0,5996.512500000001,0,4,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-06,Greed,71,968.59038,9,4,22890.714444444442,8,1,0.4444444444444444,8.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-07,Greed,68,656.21704,10,7,9890.126,4,6,0.7,0.6666666666666666,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-08,Greed,64,0.0,10,0,6583.419,10,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-09,Greed,55,1147.595856,25,11,8679.6232,9,16,0.44,0.5625,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-10,Greed,66,2101.741695,22,6,7131.0,16,6,0.2727272727272727,2.6666666666666665,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-11,Neutral,53,251.604742,9,9,7027.661111111111,0,9,1.0,0.0,Neutral,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-12,Greed,56,0.0,10,0,4500.464,10,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-13,Greed,57,2136.853859,25,10,7525.7636,5,20,0.4,0.25,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-14,Greed,66,1150.5233050000002,23,4,6341.452173913043,23,0,0.17391304347826086,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-15,Greed,64,948.970582,36,17,6525.626944444444,11,25,0.4722222222222222,0.44,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-16,Greed,70,214.5898,24,5,6615.870416666668,14,10,0.20833333333333334,1.4,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-18,Greed,73,3522.3946610000003,25,16,5052.1256,7,18,0.64,0.3888888888888889,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-19,Greed,72,0.0,8,0,3749.76125,8,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-20,Greed,70,0.0,7,0,4714.771428571429,7,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-21,Extreme Greed,76,6017.309216,53,7,9096.75358490566,11,42,0.1320754716981132,0.2619047619047619,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-05-22,Extreme Greed,76,0.0,6,0,7499.215,0,6,0.0,0.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-07,Extreme Greed,77,7329.223137999999,52,30,15114.859615384614,39,13,0.5769230769230769,3.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-08,Greed,72,0.0,7,0,6428.95,7,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-09,Extreme Greed,75,0.0,5,0,4199.992,5,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-10,Greed,72,0.0,4,0,6000.075,4,0,0.0,10.0,Greed,Whale
0x4f93fead39b70a1824f981a54d4e55b278e9f760,2024-06-11,Greed,74,0.0,21,0,13143.021904761907,21,0,0.0,10.0,Greed,Whale
