Account,date,classification,value,daily_pnl,total_trades,win_count,avg_trade_size,long_count,short_count,win_rate,ls_ratio,sentiment_group,segment
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-29,Extreme Greed,78,9551.73423,206,92,388.948786407767,87,119,0.44660194174757284,0.7310924369747899,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-30,Extreme Greed,84,5590.528248,154,71,315.52253246753247,60,94,0.461038961038961,0.6382978723404256,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-01,Extreme Greed,81,4458.25495,193,97,247.12725388601035,66,127,0.5025906735751295,0.5196850393700787,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-02,Extreme Greed,80,1283.846047,140,73,140.36935714285713,70,70,0.5214285714285715,1.0,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-03,Extreme Greed,76,1190.358719,78,37,92.37217948717948,28,50,0.47435897435897434,0.56,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-04,Extreme Greed,78,9066.169646,112,60,165.78285714285715,30,82,0.5357142857142857,0.36585365853658536,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-05,Extreme Greed,84,14685.787664,98,48,259.2459183673469,33,65,0.4897959183673469,0.5076923076923077,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-06,Greed,72,389.176232,69,16,129.80536231884057,27,42,0.2318840579710145,0.6428571428571429,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-07,Extreme Greed,75,4008.012049,86,36,159.67825581395348,20,66,0.4186046511627907,0.30303030303030304,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-08,Extreme Greed,79,554.009942,102,43,77.67176470588235,31,71,0.4215686274509804,0.43661971830985913,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-09,Extreme Greed,78,768.430838,213,126,88.1318309859155,169,44,0.5915492957746479,3.840909090909091,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-10,Extreme Greed,78,980.557461,157,106,119.62222929936306,117,40,0.6751592356687898,2.925,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-11,Greed,74,1582.001112,93,32,124.41204301075268,16,77,0.34408602150537637,0.2077922077922078,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,Extreme Greed,83,5806.86932,147,82,150.14530612244897,28,119,0.5578231292517006,0.23529411764705882,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-13,Extreme Greed,76,1522.284412,155,71,88.59193548387097,83,72,0.45806451612903226,1.1527777777777777,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-14,Extreme Greed,83,13281.73126,154,119,187.5361038961039,45,109,0.7727272727272727,0.41284403669724773,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-15,Extreme Greed,80,5389.96219,137,68,125.00722627737227,61,76,0.49635036496350365,0.8026315789473685,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-16,Extreme Greed,83,13190.248859,230,154,131.2383043478261,85,145,0.6695652173913044,0.5862068965517241,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-17,Extreme Greed,87,4454.939378,181,78,112.67668508287292,98,83,0.430939226519337,1.180722891566265,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-18,Extreme Greed,81,3624.489655,191,80,124.92068062827224,102,89,0.418848167539267,1.146067415730337,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-19,Extreme Greed,75,1525.329937,204,80,197.00485294117647,159,45,0.39215686274509803,3.533333333333333,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-20,Greed,74,7812.716373,194,111,289.6046907216495,64,130,0.5721649484536082,0.49230769230769234,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-21,Greed,73,7465.899936,107,54,215.33785046728974,26,81,0.5046728971962616,0.32098765432098764,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-22,Greed,73,1174.025529,79,41,174.83481012658228,45,34,0.5189873417721519,1.3235294117647058,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-23,Greed,70,122.889996,95,29,212.30473684210526,86,9,0.30526315789473685,9.555555555555555,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-24,Greed,73,1555.956456,48,15,282.42354166666667,9,39,0.3125,0.23076923076923078,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-25,Greed,73,1530.919365,66,30,284.1157575757576,12,54,0.45454545454545453,0.2222222222222222,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-26,Extreme Greed,79,101.860928,84,28,223.8904761904762,72,12,0.3333333333333333,6.0,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-27,Greed,74,388.366016,73,26,221.81794520547948,40,33,0.3561643835616438,1.2121212121212122,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-28,Greed,72,506.512551,63,23,166.3415873015873,35,28,0.36507936507936506,1.25,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-29,Greed,73,115.51218300000001,34,17,140.99176470588236,7,27,0.5,0.25925925925925924,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-30,Greed,65,255.808312,125,42,455.63544,109,16,0.336,6.8125,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-31,Greed,64,496.221792,107,32,1121.107570093458,57,50,0.29906542056074764,1.14,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,Greed,66,109.82694000000001,59,21,263.3476271186441,44,15,0.3559322033898305,2.933333333333333,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,Greed,70,416.546688,101,46,217.69336633663366,25,76,0.45544554455445546,0.32894736842105265,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,Greed,74,250.581483,69,36,217.15115942028987,34,35,0.5217391304347826,0.9714285714285714,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,Greed,73,232.66549799999999,81,40,156.68296296296296,32,49,0.49382716049382713,0.6530612244897959,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,Greed,72,87.752181,82,44,101.1840243902439,39,43,0.5365853658536586,0.9069767441860465,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-06,Extreme Greed,76,114.68421000000001,80,21,82.075375,18,62,0.2625,0.2903225806451613,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-07,Extreme Greed,78,267.846227,103,72,103.70087378640777,87,16,0.6990291262135923,5.4375,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-08,Greed,70,651.469355,149,85,489.99302013422823,111,38,0.5704697986577181,2.9210526315789473,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-09,Greed,69,571.688942,103,49,728.4078640776698,64,39,0.47572815533980584,1.641025641025641,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-10,Neutral,50,401.706348,84,37,522.1204761904762,34,50,0.44047619047619047,0.68,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-11,Greed,69,157.228232,37,16,484.2756756756757,18,19,0.43243243243243246,0.9473684210526315,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-12,Greed,62,274.773033,63,39,446.3861904761905,29,34,0.6190476190476191,0.8529411764705882,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-13,Greed,61,53.846609,61,19,561.3780327868852,49,12,0.3114754098360656,4.083333333333333,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-14,Greed,63,894.564828,42,34,995.6730952380951,4,38,0.8095238095238095,0.10526315789473684,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-15,Greed,70,55.137803,19,8,240.01052631578946,10,9,0.42105263157894735,1.1111111111111112,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-16,Extreme Greed,75,238.995461,87,28,136.35540229885058,24,63,0.3218390804597701,0.38095238095238093,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-17,Extreme Greed,75,168.92152,70,35,118.53914285714285,37,33,0.5,1.121212121212121,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-18,Extreme Greed,77,594.135892,259,105,195.20691119691122,128,131,0.40540540540540543,0.9770992366412213,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-19,Extreme Greed,77,102.504343,184,79,155.71684782608696,58,126,0.42934782608695654,0.4603174603174603,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-20,Extreme Greed,76,608.885905,169,69,169.7668047337278,115,54,0.40828402366863903,2.1296296296296298,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-21,Extreme Greed,76,428.3738,94,46,262.3486170212766,48,46,0.48936170212765956,1.0434782608695652,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-22,Extreme Greed,84,589.467131,112,51,120.82616071428572,57,55,0.45535714285714285,1.0363636363636364,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-23,Extreme Greed,75,229.609892,122,57,128.88065573770493,90,32,0.4672131147540984,2.8125,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-24,Extreme Greed,75,347.22838,120,60,145.0465,59,61,0.5,0.9672131147540983,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-25,Extreme Greed,75,124.70498799999999,118,47,241.47220338983053,73,45,0.3983050847457627,1.6222222222222222,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-26,Greed,73,273.211119,106,48,334.20924528301884,57,49,0.4528301886792453,1.163265306122449,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-27,Greed,71,838.930696,268,114,1223.7995522388057,154,114,0.4253731343283582,1.3508771929824561,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-28,Greed,72,1019.55769,151,75,624.2161589403973,70,81,0.4966887417218543,0.8641975308641975,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-29,Greed,72,152.618804,42,21,340.8880952380952,22,20,0.5,1.1,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-30,Greed,70,1234.2072,86,55,394.06465116279065,25,61,0.6395348837209303,0.4098360655737705,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-31,Extreme Greed,76,755.916254,49,38,374.2630612244898,11,38,0.7755102040816326,0.2894736842105263,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,Greed,68,3.536668000000001,51,21,1057.5154901960784,30,21,0.4117647058823529,1.4285714285714286,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,Greed,60,-1416.906536,91,5,1328.6620879120878,80,11,0.054945054945054944,7.2727272727272725,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,Fear,44,439.634046,75,45,1251.5914666666667,27,48,0.6,0.5625,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,Greed,72,1291.500575,48,17,1139.6597916666667,31,17,0.3541666666666667,1.8235294117647058,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-05,Neutral,54,696.8107239999999,83,37,912.4063855421687,45,38,0.4457831325301205,1.1842105263157894,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-06,Neutral,49,358.877096,45,17,1453.7044444444446,28,17,0.37777777777777777,1.6470588235294117,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-07,Fear,44,932.4458159999999,54,36,596.832037037037,18,36,0.6666666666666666,0.5,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-08,Fear,44,0.0,32,0,630.2528125,32,0,0.0,10.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-09,Neutral,46,31.14195,17,11,685.0323529411764,6,11,0.6470588235294118,0.5454545454545454,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-10,Fear,43,436.833818,43,29,1075.9925581395348,14,29,0.6744186046511628,0.4827586206896552,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-11,Neutral,47,593.326371,41,19,984.2039024390244,22,19,0.4634146341463415,1.1578947368421053,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-12,Neutral,46,198.780392,59,27,717.646779661017,28,31,0.4576271186440678,0.9032258064516129,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-13,Neutral,50,287.27875,42,21,647.7471428571429,27,15,0.5,1.8,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-14,Neutral,48,404.813032,47,37,536.6263829787234,5,42,0.7872340425531915,0.11904761904761904,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-15,Neutral,50,64.653448,9,8,257.83222222222224,2,7,0.8888888888888888,0.2857142857142857,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-16,Neutral,54,59.664989,11,4,503.33272727272725,6,5,0.36363636363636365,1.2,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-17,Neutral,51,115.824682,28,18,466.69214285714287,17,11,0.6428571428571429,1.5454545454545454,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-18,Neutral,47,45.659497,36,7,404.88444444444445,33,3,0.19444444444444445,11.0,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-19,Fear,44,20.62415,22,7,508.5995454545455,14,8,0.3181818181818182,1.75,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-20,Neutral,49,278.142839,53,26,429.3352830188679,25,28,0.49056603773584906,0.8928571428571429,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-21,Greed,55,591.659533,93,61,320.8220430107527,34,59,0.6559139784946236,0.576271186440678,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-22,Neutral,49,408.03639799999996,58,17,523.8093103448275,34,24,0.29310344827586204,1.4166666666666667,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-23,Neutral,50,39.91436,24,9,550.5720833333334,10,14,0.375,0.7142857142857143,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-24,Neutral,49,180.244855,61,27,282.4104918032787,57,4,0.4426229508196721,14.25,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-25,Fear,25,168.27053,49,13,883.3975510204082,41,8,0.2653061224489796,5.125,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-26,Extreme Fear,21,64.59776,34,13,242.27088235294116,25,9,0.38235294117647056,2.7777777777777777,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-27,Extreme Fear,10,71.919819,30,13,765.107,18,12,0.43333333333333335,1.5,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-28,Extreme Fear,16,-3425.450348,81,26,1611.6066666666666,52,29,0.32098765432098764,1.793103448275862,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,Extreme Fear,20,557.9358,37,14,840.2127027027027,18,19,0.3783783783783784,0.9473684210526315,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,Fear,26,8330.21747,73,56,1432.3072602739728,18,55,0.7671232876712328,0.32727272727272727,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,Fear,33,494.669357,58,21,536.928448275862,48,10,0.3620689655172414,4.8,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,Extreme Fear,15,163.73415,43,13,1091.9493023255814,42,1,0.3023255813953488,42.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-05,Extreme Fear,20,437.35445200000004,26,20,1109.076923076923,9,17,0.7692307692307693,0.5294117647058824,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-06,Fear,25,291.46926,21,13,856.63,10,11,0.6190476190476191,0.9090909090909091,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-07,Fear,34,411.824274,40,15,748.432,26,14,0.375,1.8571428571428572,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-08,Fear,28,173.811132,35,14,698.2522857142857,23,12,0.4,1.9166666666666667,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-09,Fear,27,140.953497,36,6,1118.493611111111,31,5,0.16666666666666666,6.2,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-10,Extreme Fear,20,-4026.754395,31,3,838.0596774193548,15,16,0.0967741935483871,0.9375,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-11,Extreme Fear,24,0.0,24,0,538.44125,24,0,0.0,10.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-12,Fear,34,33.01095,9,4,851.8611111111111,5,4,0.4444444444444444,1.25,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-13,Neutral,45,465.046501,22,12,881.3063636363636,9,13,0.5454545454545454,0.6923076923076923,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-14,Fear,27,0.0,4,0,262.4975,3,1,0.0,3.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-16,Fear,30,106.912886,27,18,618.9422222222222,9,18,0.6666666666666666,0.5,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-17,Fear,32,0.0,2,0,653.5999999999999,2,0,0.0,10.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-18,Fear,34,40.9165,15,7,703.816,12,3,0.4666666666666667,4.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-19,Fear,32,54.9718,33,30,539.8872727272727,3,30,0.9090909090909091,0.1,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-20,Neutral,49,144.656157,20,10,1620.353,6,14,0.5,0.42857142857142855,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-21,Fear,31,0.5844,12,1,187.86083333333332,10,2,0.08333333333333333,5.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-22,Fear,32,132.087931,17,9,559.405294117647,6,11,0.5294117647058824,0.5454545454545454,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-23,Fear,30,79.086899,14,13,840.6328571428572,1,13,0.9285714285714286,0.07692307692307693,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-24,Neutral,45,808.135252,45,31,1334.7422222222222,11,34,0.6888888888888889,0.3235294117647059,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-25,Neutral,46,417.38885700000003,33,12,530.670303030303,20,13,0.36363636363636365,1.5384615384615385,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-26,Neutral,47,379.04079,35,16,637.0742857142857,17,18,0.45714285714285713,0.9444444444444444,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-27,Fear,40,-133.035992,38,6,1857.9734210526317,29,9,0.15789473684210525,3.2222222222222223,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-28,Fear,44,-21.766132,41,1,876.1812195121952,37,4,0.024390243902439025,9.25,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-29,Fear,26,28.499012000000004,15,5,468.65066666666667,15,0,0.3333333333333333,10.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-30,Fear,32,-743.288757,44,1,726.7522727272727,31,13,0.022727272727272728,2.3846153846153846,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-31,Fear,34,3.5652170000000005,52,7,375.1351923076923,40,12,0.1346153846153846,3.3333333333333335,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,Fear,34,768.351892,41,27,422.4107317073171,14,27,0.6585365853658537,0.5185185185185185,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,Fear,44,669.381363,70,42,414.13428571428574,27,43,0.6,0.627906976744186,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,Fear,25,149.51234499999998,85,10,453.3190588235294,64,21,0.11764705882352941,3.0476190476190474,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,Fear,28,498.73528200000004,100,56,280.5443,33,67,0.56,0.4925373134328358,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-05,Fear,30,177.049662,56,34,331.27535714285716,18,38,0.6071428571428571,0.47368421052631576,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-06,Fear,34,-476.77056300000004,74,27,387.5243243243243,40,34,0.36486486486486486,1.1764705882352942,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-07,Extreme Fear,23,-19833.530157,150,27,830.2844666666666,40,110,0.18,0.36363636363636365,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-08,Extreme Fear,24,230.103259,65,24,279.894,36,29,0.36923076923076925,1.2413793103448276,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-09,Extreme Fear,18,94.077376,53,12,244.56867924528302,34,19,0.22641509433962265,1.7894736842105263,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-10,Fear,39,73.76740699999999,22,11,166.24727272727273,10,12,0.5,0.8333333333333334,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-11,Fear,25,67.00618399999999,14,6,335.15785714285715,7,7,0.42857142857142855,1.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-12,Fear,43,10.499265,3,3,78.19,0,3,1.0,0.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-13,Neutral,45,-902.0714839999999,19,6,269.5942105263158,5,14,0.3157894736842105,0.35714285714285715,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-14,Fear,31,27.177561,14,7,180.60857142857142,3,11,0.5,0.2727272727272727,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-15,Fear,38,-48.794434,17,1,186.68235294117648,6,11,0.058823529411764705,0.5454545454545454,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-16,Fear,29,8.738942,9,3,32.69,3,6,0.3333333333333333,0.5,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-17,Fear,30,-15.688322,10,1,162.429,7,3,0.1,2.3333333333333335,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-18,Fear,33,22.793679,8,6,160.54125,4,4,0.75,1.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-19,Fear,32,40.803149000000005,7,4,75.5942857142857,2,5,0.5714285714285714,0.4,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-20,Fear,37,7.707293999999999,2,2,87.145,0,2,1.0,0.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-21,Fear,39,19.956089,6,5,78.33833333333334,4,2,0.8333333333333334,2.0,Fear,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-22,Neutral,47,11.839106000000001,5,2,58.678,0,5,0.4,0.0,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-23,Greed,72,50.899228,13,8,91.10846153846154,0,13,0.6153846153846154,0.0,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-24,Greed,63,1.023851,1,1,182.34,0,1,1.0,0.0,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-27,Greed,61,0.265698,1,1,49.96,1,0,1.0,10.0,Greed,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-28,Neutral,54,-0.08516699999999999,8,1,156.87,0,8,0.125,0.0,Neutral,Frequent Retail
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-01,Neutral,53,16.923621,2,2,135.32,0,2,1.0,0.0,Neutral,Frequent Retail
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-31,Extreme Greed,77,-2.5534149999999998,9,0,3327.722222222222,6,3,0.0,2.0,Greed,Occasional Retail
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-01,Extreme Greed,75,-0.09906000000000104,14,4,2139.280714285714,6,8,0.2857142857142857,0.75,Greed,Occasional Retail
